Date,Site,Trial_Name,Polygon_ID,Corner_1.Latitude,Corner_1.Longitude,Corner_2.Latitude,Corner_2.Longitude,Corner_3.Latitude,Corner_3.Longitude,Corner_4.Latitude,Corner_4.Longitude,Central_coordinate_Latitude,Central_coordinate_Longitude,Species_1_Acacia_mearnsii,Species_2_Acacia_melanoxylon,Species_3_Alnus_acuminata,Species_1_Acacia_mearnsii_Perc,Species_2_Acacia_melanoxylon_Perc,Species_3_Alnus_acuminata_Perc,Class,Dominant_Species,coord_flag
11.07.24,MUKURA,Kamonyi,P110,-1.99496,29.52888,-1.99511,29.52883,-1.99515,29.52897,-1.99504,29.52901,-1.995065,29.5289225,0,0,0,0,0,0,No Invasive,Non-invasive,OK
11.07.24,MUKURA,Kamonyi,P111,-1.99229,29.53021,-1.99236,29.53035,-1.99219,29.53042,-1.99211,29.5303,-1.9922375,29.53032,0,0,0,0,0,0,No Invasive,Non-invasive,OK
11.08.24,MUKURA,Kamonyi,P112,29.51354,29.51354,-1.96904,29.51355,-1.9691,29.51373,-1.96927,29.51361,5.9015325,29.5136075,0,0,0,0,0,0,No Invasive,Non-invasive,Suspicious
11.08.24,MUKURA,Kamonyi,P113,-1.97172,29.51807,-1.97174,29.51817,-1.97163,29.51828,-1.97151,29.51817,-1.97165,29.5181725,0,0,0,0,0,0,No Invasive,Non-invasive,OK
11.08.24,MUKURA,Kamonyi,P114,-1.97502,29.52123,-1.97494,29.52108,-1.97512,29.52101,-1.97518,29.52115,-1.975065,29.5211175,0,0,0,0,0,0,No Invasive,Non-invasive,OK
11.08.24,MUKURA,Kamonyi,P115,-1.97452,29.52263,-1.978434,29.52252,-1.97428,29.52257,-1.97444,29.52274,-1.9754185,29.522615,0,0,0,0,0,0,No Invasive,Non-invasive,OK
21.10.24,Gishwati,RWANKUBA,GRW001,1.80304,29.35595,1.80315,29.35602,1.80328,29.35593,1.8032,29.35583,1.8031675,29.3559325,1,28,2,2,68,5,Mixed,Acacia melanoxylon,Suspicious
21.10.24,Gishwati,RWANKUBA,GRW002,1.80351,29.35581,1.80357,29.35578,1.80358,29.35567,1.80342,29.35571,1.80352,29.3557425,0,19,0,0,60,0,High,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,RWANKUBA,GRW003,1.80372,29.35569,1.8039,29.35557,1.80398,29.35543,1.80387,29.3554,1.8038675,29.3555225,4,7,1,7,30,3,Mixed,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,RWANKUBA,GRW004,1.80391,29.35515,1.80392,29.35503,1.80376,29.35508,1.80381,29.35522,1.80385,29.35512,3,44,0,4,76,0,Mixed,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,RWANKUBA,GRW005,1.80363,29.35519,1.8035,29.355529,1.80349,29.35534,1.80364,29.35535,1.803565,29.35535225,1,26,0,2,58,0,Mixed,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,RWANKUBA,GRW006,1.8033,29.35543,1.80325,29.3555,1.8033,29.35565,1.80339,29.35557,1.80331,29.3555375,1,9,0,2,23,0,Mixed,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,PFUNDA Bridge,GRW007,1.80102,29.35548,1.80114,29.35547,1.80108,29.35537,1.80095,29.35539,1.8010475,29.3554275,2,24,0,3,72,0,Mixed,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,PFUNDA Bridge,GRW008,1.80082,29.35524,1.80098,29.35522,1.80089,29.35508,1.80077,29.35514,1.800865,29.35517,3,28,0,3,72,0,Mixed,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,PFUNDA Bridge,GRW009,1.80071,29.35496,1.80084,29.3549,1.80082,29.35478,1.8007,29.35469,1.8007675,29.3548325,2,22,0,3,57,0,Mixed,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,PFUNDA Bridge,GRW010,1.80047,29.35458,1.80053,29.35446,1.80045,29.35436,1.80029,29.35446,1.800435,29.354465,0,29,0,0,55,0,High,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,PFUNDA Bridge,GRW011,1.8002,29.35431,1.80035,29.35415,1.80027,29.35407,1.8002,29.3541,1.800255,29.3541575,0,19,0,0,60,0,High,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,PFUNDA Bridge,GRW012,1.79973,29.3543,1.79974,29.3543,1.79969,29.35414,1.79981,29.35408,1.7997425,29.354205,0,28,0,0,75,0,High,Acacia melanoxylon,Suspicious
22.10.24,Gishwati,PFUNDA Bridge,GRW013 ,1.79975,29.35395,1.79992,29.35375,1.79982,29.35371,1.7996,29.35358,1.7997725,29.3537475,0,16,0,0,65,0,High,Acacia melanoxylon,Suspicious
23.10.24,Gishwati,MATYAZO,GMT001,1.82312,29.3849,1.82312,29.38481,1.82316,29.38479,1.82321,29.38483,1.8231525,29.3848325,0,0,18,0,0,80,High,Alnus acuminata,Suspicious
23.10.24,Gishwati,MATYAZO,GMT002,1.82329,29.38489,1.82341,29.38476,1.82336,29.38457,1.82352,29.38445,1.823395,29.3846675,0,0,6,0,0,40,High,Alnus acuminata,Suspicious
23.10.24,Gishwati,MATYAZO,GMT003,1.82352,29.38436,1.82344,29.38428,1.82348,29.38413,1.82352,29.38417,1.82349,29.384235,0,0,7,0,0,35,Medium,Alnus acuminata,Suspicious
23.10.24,Gishwati,MATYAZO,GMT004,1.82352,29.38416,1.82359,92.38399,1.82358,29.3838,1.82369,29.38381,1.823595,45.13394,0,1,12,0,2,78,Mixed,Alnus acuminata,Suspicious
23.10.24,Gishwati,MATYAZO,GMT005,1.8241,29.38485,1.82424,29.38473,1.82437,29.38484,1.82428,29.38499,1.8242475,29.3848525,0,15,9,0,60,15,Mixed,Acacia melanoxylon,Suspicious
28.10.24,Gishwati,MATYAZO,GMT006,1.82332,29.38461,1.82317,29.38447,1.82324,29.38437,1.82326,29.38435,1.8232475,29.38445,0,0,9,0,0,30,Medium,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT007,1.8233,29.38417,1.8233,29.38413,1.82329,29.384,1.82346,29.38395,1.8233375,29.3840625,0,0,14,0,0,85,High,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT008,1.82349,29.38387,1.82355,29.38371,1.82347,29.38362,1.82343,29.38363,1.823485,29.3837075,0,6,1,0,28,2,Mixed,Acacia melanoxylon,Suspicious
28.10.24,Gishwati,MATYAZO,GMT009,1.82346,29.38338,1.82354,29.38331,1.8237,29.38328,1.82363,29.38346,1.8235825,29.3833575,0,17,0,0,75,0,High,Acacia melanoxylon,Suspicious
28.10.24,Gishwati,MATYAZO,GMT010,1.82276,29.38457,1.82289,29.38452,1.82292,29.38436,1.82279,29.38425,1.82284,29.384425,0,0,17,0,0,78,High,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT011,1.82445,29.38503,1.82456,29.38498,1.82459,29.38499,1.82457,29.38519,1.8245425,29.3850475,0,2,18,0,5,80,Mixed,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT012,1.82485,29.38504,1.825,29.38498,1.82509,29.38512,1.82495,29.38519,1.8249725,29.3850825,0,1,18,0,3,87,Mixed,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT013,1.82501,29.38517,1.82525,29.38519,1.82554,29.3851,1.82551,29.38494,1.8253275,29.3851,0,0,28,0,0,88,High,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT014,1.82561,29.38488,1.82576,29.38489,1.82581,29.38498,1.82565,29.38507,1.8257075,29.384955,0,0,22,0,0,85,High,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT015,1.82595,29.38508,1.82601,29.38498,1.82619,29.385,1.82616,29.38515,1.8260775,29.3850525,0,0,17,0,0,75,High,Alnus acuminata,Suspicious
28.10.24,Gishwati,MATYAZO,GMT016,1.82611,29.38525,1.82602,29.38547,1.82591,29.38537,1.82586,29.38522,1.825975,29.3853275,0,0,18,0,0,88,High,Alnus acuminata,Suspicious
29.10.24,Gishwati,MATYAZO,GMT017,1.82443,29.38533,1.82433,29.38552,1.82451,29.38557,1.82457,29.38542,1.82446,29.38546,0,26,0,0,90,0,High,Acacia melanoxylon,Suspicious
29.10.24,Gishwati,MATYAZO,GMT018,1.82443,29.38568,1.82429,29.38568,1.82418,29.3858,1.82425,29.38588,1.8242875,29.38576,0,23,0,0,75,0,High,Acacia melanoxylon,Suspicious
29.10.24,Gishwati,MATYAZO,GMT0019,1.82414,29.38603,1.82401,29.38607,1.8241,29.38623,1.82426,29.38615,1.8241275,29.38612,0,28,0,0,90,0,High,Acacia melanoxylon,Suspicious
29.10.24,Gishwati,MATYAZO,GMT020,1.82391,29.38628,1.82402,29.38633,1.82399,29.38645,1.82381,29.38645,1.8239325,29.3863775,0,29,0,0,98,0,High,Acacia melanoxylon,Suspicious
29.10.24,Gishwati,MATYAZO,GMT021,1.8237,29.38641,1.82352,29.38626,1.82345,29.38638,1.82351,29.38648,1.823545,29.3863825,0,28,0,0,95,0,High,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR001,1.81255,29.38633,1.81259,29.38616,1.81273,29.38622,1.81269,29.38638,1.81264,29.3862725,0,7,8,0,25,50,Mixed,Alnus acuminata,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR002,1.81287,29.38617,1.81291,29.38618,1.81312,29.38622,1.8131,29.38614,1.813,29.3861775,0,28,0,0,85,0,High,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR003,1.81309,29.38598,1.81308,29.38582,1.81322,29.38562,1.81319,29.38572,1.813145,29.385785,0,32,0,0,80,0,High,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR004,1.81325,29.38553,1.81306,29.38547,1.81306,29.38531,1.81319,29.38533,1.81314,29.38541,0,27,0,0,80,0,High,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR005,1.81322,29.38522,1.81309,29.3852,1.81306,29.38505,1.81319,29.38492,1.81314,29.3850975,0,34,0,0,50,0,Medium,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR006,1.81338,29.3849,1.81336,29.38502,1.81344,29.38511,1.81354,29.38499,1.81343,29.385005,0,11,0,0,60,0,High,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR007,1.81348,29.38528,1.8134,29.38527,1.81332,29.38547,1.81341,29.38548,1.8134025,29.385375,0,18,0,0,48,0,Medium,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR008,1.81346,29.38558,1.81352,29.38582,1.81337,29.38589,1.81334,29.38576,1.8134225,29.3857625,0,17,0,0,60,0,High,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR009,1.81345,29.38456,1.81356,29.38447,1.81363,29.3845,1.81363,29.38462,1.8135675,29.3845375,0,10,0,0,40,0,Medium,Acacia melanoxylon,Suspicious
30.10.24,Gishwati,CORRIDOR ,GCRR010,1.81365,29.38478,1.81378,29.3848,1.81387,29.38493,1.81374,29.38503,1.81376,29.384885,0,17,0,0,55,0,High,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF001,1.815,29.38385,1.81487,29.38383,1.81474,29.38392,1.81487,29.38404,1.81487,29.38391,0,30,0,0,78,0,High,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF002,1.81499,29.38419,1.8149,29.38425,1.81501,29.38433,1.81508,29.38421,1.814995,29.384245,0,17,0,0,70,0,High,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF003,1.81519,29.38422,1.81527,29.38409,1.81547,29.3841,1.81551,29.38417,1.81536,29.384145,0,12,0,0,60,0,High,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF004,1.8157,29.38426,1.81566,29.38413,1.81585,29.38398,1.81587,29.38403,1.81577,29.3841,0,7,0,0,20,0,Low,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF005,1.81579,29.38382,1.81575,29.38367,1.81563,29.38356,1.81548,29.38359,1.8156625,29.38366,0,16,0,0,40,0,Medium,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF006,1.81598,29.38381,1.81614,29.38368,1.81626,29.38379,1.81618,29.3839,1.81614,29.383795,0,13,0,0,70,0,High,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF007,1.81683,29.38373,1.817,29.38376,1.81705,29.38387,1.81692,29.38394,1.81695,29.383825,0,13,0,0,60,0,High,Acacia melanoxylon,Suspicious
31.10.24,Gishwati,Waterfall ,GWTF008,1.8172,29.38398,1.81741,29.38396,1.81742,29.38396,1.81725,29.38383,1.81732,29.3839325,0,27,0,0,80,0,High,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Gashihe,GSHE001,1.82061,29.38283,1.82045,29.38271,1.82035,29.38283,1.82044,29.38291,1.8204625,29.38282,21,0,0,30,0,0,Medium,Acacia mearnsii,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU001,1.81849,29.3823,1.81851,29.38239,1.81844,29.38245,1.8183,29.38233,1.818435,29.3823675,0,3,15,0,6,74,Mixed,Alnus acuminata,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU002,1.81817,29.3824,1.81817,29.38263,1.81817,29.38274,1.81803,29.38274,1.818135,29.3826275,0,5,14,0,6,70,Mixed,Alnus acuminata,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU003,1.81803,29.38295,1.81815,29.38296,1.8182,29.38304,1.81818,29.38307,1.81814,29.383005,0,27,0,0,70,0,High,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU004,1.81388,29.3789,1.8138,29.37877,1.8136,29.37883,1.81365,29.37895,1.8137325,29.3788625,0,38,0,0,90,0,High,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRBU005,1.81382,29.37908,1.81369,29.37917,1.81382,29.37933,1.81396,29.37927,1.8138225,29.3792125,0,19,0,0,85,0,High,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU006,1.81407,29.37937,1.81398,29.3795,1.81412,29.3796,1.81416,29.37962,1.8140825,29.3795225,0,9,0,0,35,0,Medium,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU007,1.81418,29.37969,1.81422,29.37982,1.81418,29.37996,1.81414,29.37997,1.81418,29.37986,0,11,0,0,50,0,Medium,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU008,1.81411,29.38013,1.81423,29.38018,1.81435,29.38038,1.81421,29.38042,1.814225,29.3802775,0,19,0,0,88,0,High,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU009,1.81417,29.3805,1.8143,29.38059,1.8143,29.38076,1.81422,29.38077,1.8142475,29.380655,0,8,0,0,40,0,Medium,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU010,1.81445,29.38082,1.8144,29.38095,1.81451,29.38101,1.81464,29.38093,1.8145,29.3809275,0,9,1,0,57,3,High,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU011,1.8146,29.3815,1.81443,29.38162,1.81445,29.38178,1.81459,29.38185,1.8145175,29.3816875,0,28,0,0,90,0,High,Acacia melanoxylon,Suspicious
01.11.24,Gishwati,Rushubi ,GRHU012,1.81444,29.38193,1.81428,29.38193,1.8196,29.38196,1.81428,29.3821,1.81565,29.38198,0,19,0,0,87,0,High,Acacia melanoxylon,Suspicious
04.11.24,Gishwati,Nduruma,NDRM001,1.80969,29.39255,1.80965,29.39263,1.80972,29.39277,1.80982,29.3927,1.80972,29.3926625,39,0,0,80,0,0,High,Acacia mearnsii,Suspicious
05.11.24,Gishwati,Nduruma,NDRM002,1.80928,29.39302,1.80943,29.39316,1.80958,29.39315,1.80968,29.393,1.8094925,29.3930825,1,9,0,0,70,0,High,Acacia melanoxylon,Suspicious
06.11.24,Gishwati,Nduruma,NDRM003,1.8096,29.39352,1.8091,29.39365,1.80957,29.39378,1.80975,29.39365,1.809505,29.39365,0,9,0,0,40,0,Medium,Acacia melanoxylon,Suspicious
07.11.24,Gishwati,Nduruma,NDRM004,1.80967,29.39392,1.80954,29.39393,1.80947,29.39402,1.80953,29.39418,1.8095525,29.3940125,6,24,0,9,80,0,Mixed,Acacia melanoxylon,Suspicious
08.11.24,Gishwati,Nduruma,NDRM005,1.80963,29.39427,1.80964,29.39443,1.80971,29.39452,1.80979,29.39434,1.8096925,29.39439,0,18,0,0,70,0,High,Acacia melanoxylon,Suspicious
09.11.24,Gishwati,Nduruma,NDRM006,1.80971,29.39467,1.80962,29.39467,1.8094,29.3947,1.80955,29.3948,1.80957,29.39471,0,29,0,0,85,0,High,Acacia melanoxylon,Suspicious
10.11.24,Gishwati,Nduruma,NDRM007,1.80948,29.39501,1.80939,29.3949,1.8092,29.39495,1.80926,29.39508,1.8093325,29.394985,0,18,0,0,70,0,High,Acacia melanoxylon,Suspicious
11.11.24,Gishwati,Nduruma,NDRM008,1.809,29.39518,1.80906,29.39508,1.80885,29.3951,1.80897,29.39492,1.80897,29.39507,0,11,0,0,68,0,High,Acacia melanoxylon,Suspicious
12.11.24,Gishwati,Nduruma,NDRM009,1.80889,29.3948,1.80903,29.3947,1.80903,29.39461,1.80887,29.39456,1.808955,29.3946675,2,26,0,5,75,0,Mixed,Acacia melanoxylon,Suspicious
13.11.24,Gishwati,Nduruma,NDRM011,1.80917,29.39403,1.80926,29.39406,1.80937,29.39397,1.80923,29.39384,1.8092575,29.393975,0,21,0,0,70,0,High,Acacia melanoxylon,Suspicious
14.11.24,Gishwati,Nduruma,NDRM012,1.8091,29.39387,1.809,29.3939,1.80898,29.39391,1.8089,29.39379,1.808995,29.3938675,1,20,0,2,78,0,Mixed,Acacia melanoxylon,Suspicious
15.11.24,Gishwati,Nduruma,NDRM013,1.80816,29.39449,1.80813,29.39442,1.80803,29.39435,1.808,29.39439,1.80808,29.3944125,0,21,0,0,80,0,High,Acacia melanoxylon,Suspicious
16.11.24,Gishwati,Nduruma,NDRM014,1.8078,29.3945,1.80776,29.39446,1.80767,29.3944,1.80758,29.39448,1.8077025,29.39446,0,25,0,0,78,0,High,Acacia melanoxylon,Suspicious
17.11.24,Gishwati,Nduruma,NDRM015,1.80762,29.39471,1.80754,29.39478,1.80758,29.39494,1.80761,29.39499,1.8075875,29.394855,0,12,0,0,55,0,High,Acacia melanoxylon,Suspicious
18.11.24,Gishwati,Nduruma,NDRM016,1.80752,29.39517,1.80745,29.39529,1.80731,29.39522,1.80733,29.3951,1.8074025,29.395195,0,15,0,0,75,0,High,Acacia melanoxylon,Suspicious
19.11.24,Gishwati,Nduruma,NDRM017,1.80718,29.39503,1.80711,29.39514,1.80698,29.39507,1.80702,29.39496,1.8070725,29.39505,0,27,0,0,88,0,High,Acacia melanoxylon,Suspicious
05.11.24,Gishwati,KUKIBUGUZO,KBGZ001,1.81984,29.38504,1.81969,29.3851,1.81955,29.38496,1.81973,29.38487,1.8197025,29.3849925,0,28,0,0,93,0,High,Acacia melanoxylon,Suspicious
05.11.24,Gishwati,KUKIBUGUZO,KBGZ002,1.8199,29.38489,1.81989,29.38503,1.82004,29.38503,1.82008,29.38491,1.8199775,29.384965,4,12,0,6,34,0,Mixed,Acacia melanoxylon,Suspicious
05.11.24,Gishwati,KUKIBUGUZO,KBGZ003,1.82013,29.3848,1.82026,29.38482,1.82035,29.38482,1.82026,29.38454,1.82025,29.384745,1,11,0,3,37,0,Mixed,Acacia melanoxylon,Suspicious
05.11.24,Gishwati,KUKIBUGUZO,KBGZ004,1.8201,29.38447,1.82007,29.38456,1.81996,29.38455,1.81987,29.38448,1.82,29.384515,0,22,0,0,60,0,High,Acacia melanoxylon,Suspicious
05.11.24,Gishwati,KUKIBUGUZO,KBGZ005,1.81968,29.3844,1.81965,29.38449,1.8195,29.38456,1.81946,29.38444,1.8195725,29.3844725,0,21,0,0,60,0,High,Acacia melanoxylon,Suspicious
06.11.24,Gishwati,Nduruma,NDRM18,1.80865,29.39559,1.80848,29.39556,1.80846,29.39573,1.80862,29.39577,1.8085525,29.3956625,1,15,0,3,47,0,Mixed,Acacia melanoxylon,Suspicious
06.11.24,Gishwati,Nduruma,NDRM19,1.80857,29.39588,1.80844,29.39586,1.80839,29.39603,1.80852,29.3961,1.80848,29.3959675,0,27,0,0,85,0,High,Acacia melanoxylon,Suspicious
06.11.24,Gishwati,Nduruma,NDRM20,1.80838,29.39619,1.80832,29.39621,1.8082,29.39632,1.80838,29.39638,1.80832,29.396275,0,6,0,0,30,0,Medium,Acacia melanoxylon,Suspicious
06.11.24,Gishwati,Nduruma,NDRM21,1.8084,29.39647,1.80852,29.39649,1.80863,29.39654,1.80866,29.39668,1.8085525,29.396545,2,8,0,5,35,0,Mixed,Acacia melanoxylon,Suspicious
06.11.24,Gishwati,Nduruma,NDRM22,1.80885,29.39662,1.80899,29.39651,1.809,29.39658,1.80901,29.39672,1.8089625,29.3966075,0,9,0,0,30,0,Medium,Acacia melanoxylon,Suspicious
20.11.24,Gishwati,SEBEYA,SBY001,1.80672,29.41382,1.80682,29.41377,1.80681,29.41363,1.80666,29.41363,1.8067525,29.4137125,0,0,11,0,0,60,High,Alnus acuminata,Suspicious
20.11.24,Gishwati,SEBEYA,SBY002,1.80668,29.41346,1.80684,29.4134,1.80684,29.41323,1.80672,29.41319,1.80677,29.41332,0,0,13,0,0,60,High,Alnus acuminata,Suspicious
20.11.24,Gishwati,SEBEYA,SBY003,1.80679,29.41307,1.80694,29.4131,1.80699,29.41302,1.80694,29.41294,1.806915,29.4130325,0,1,17,0,3,72,Mixed,Alnus acuminata,Suspicious
20.11.24,Gishwati,SEBEYA,SBY004,1.80718,29.41293,1.80737,29.41289,1.80735,29.41277,1.80718,29.41276,1.80727,29.4128375,1,2,25,2,3,74,Mixed,Alnus acuminata,Suspicious
20.11.24,Gishwati,SEBEYA,SBY005,1.80756,29.41273,1.80772,29.41267,1.80767,29.41252,1.80753,29.41248,1.80762,29.4126,0,7,1,0,24,1,Mixed,Acacia melanoxylon,Suspicious
21.11.24,Gishwati,BASE CAMP,BSCMP001,1.83161,29.4154,1.83176,29.41554,1.8317,29.41562,1.83157,29.41553,1.83166,29.4155225,0,0,35,0,0,95,High,Alnus acuminata,Suspicious
21.11.24,Gishwati,BASE CAMP,BSCMP002,1.83175,29.41569,1.83181,29.41573,1.83186,29.41587,1.83172,29.41589,1.831785,29.415795,0,0,15,0,0,55,High,Alnus acuminata,Suspicious
21.11.24,Gishwati,BASE CAMP,BSCMP003,1.83222,29.41649,1.83227,29.41666,1.83215,29.41671,1.83207,29.41657,1.8321775,29.4166075,0,0,23,0,0,68,High,Alnus acuminata,Suspicious
21.11.24,Gishwati,BASE CAMP,BECMP004,1.8323,29.42009,1.83219,29.42009,1.83217,29.42,1.83233,29.41992,1.8322475,29.420025,0,0,16,0,0,50,Medium,Alnus acuminata,Suspicious
21.11.24,Gishwati,BASE CAMP,BSCMP005,1.83211,29.41971,1.83226,29.41972,1.83228,29.41963,1.83227,29.41957,1.83223,29.4196575,0,0,17,0,0,67,High,Alnus acuminata,Suspicious
